customer_id,month,plan_tier,mrr,acquisition_channel,channel_type,region,cohort_month
C100055,2025-11-01,Pro,29.0,Direct,Organic,United Kingdom,2025-11-01
C100055,2025-12-01,Pro,29.0,Direct,Organic,United Kingdom,2025-11-01
C100055,2026-01-01,Pro,29.0,Direct,Organic,United Kingdom,2025-11-01
C100061,2024-08-01,Pro,29.0,Organic Search,Organic,India,2024-08-01
C100061,2024-09-01,Pro,29.0,Organic Search,Organic,India,2024-08-01
C100061,2024-10-01,Pro,29.0,Organic Search,Organic,India,2024-08-01
C100061,2024-11-01,Pro,29.0,Organic Search,Organic,India,2024-08-01
C100065,2026-01-01,Pro,29.0,Organic Search,Organic,India,2026-01-01
C100071,2024-06-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2024-07-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2024-08-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2024-09-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2024-10-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2024-11-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2024-12-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2025-01-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2025-02-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2025-03-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2025-04-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2025-05-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2025-06-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2025-07-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2025-08-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2025-09-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2025-10-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2025-11-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2025-12-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100071,2026-01-01,Pro,29.0,LinkedIn Ads,Paid,India,2024-06-01
C100079,2025-08-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-08-01
C100079,2025-09-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-08-01
C100079,2025-10-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-08-01
C100079,2025-11-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-08-01
C100079,2025-12-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-08-01
C100079,2026-01-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-08-01
C100088,2025-03-01,Free,0.0,Organic Search,Organic,UAE,2025-03-01
C100088,2025-04-01,Free,0.0,Organic Search,Organic,UAE,2025-03-01
C100088,2025-05-01,Free,0.0,Organic Search,Organic,UAE,2025-03-01
C100088,2025-06-01,Free,0.0,Organic Search,Organic,UAE,2025-03-01
C100088,2025-07-01,Free,0.0,Organic Search,Organic,UAE,2025-03-01
C100088,2025-08-01,Free,0.0,Organic Search,Organic,UAE,2025-03-01
C100088,2025-09-01,Free,0.0,Organic Search,Organic,UAE,2025-03-01
C100088,2025-10-01,Free,0.0,Organic Search,Organic,UAE,2025-03-01
C100088,2025-11-01,Free,0.0,Organic Search,Organic,UAE,2025-03-01
C100088,2025-12-01,Free,0.0,Organic Search,Organic,UAE,2025-03-01
C100088,2026-01-01,Free,0.0,Organic Search,Organic,UAE,2025-03-01
C100093,2025-04-01,Business,99.0,LinkedIn Ads,Paid,India,2025-04-01
C100094,2024-09-01,Business,99.0,Referral,Organic,UAE,2024-09-01
C100094,2024-10-01,Business,99.0,Referral,Organic,UAE,2024-09-01
C100094,2024-11-01,Business,99.0,Referral,Organic,UAE,2024-09-01
C100094,2024-12-01,Business,99.0,Referral,Organic,UAE,2024-09-01
C100094,2025-01-01,Business,99.0,Referral,Organic,UAE,2024-09-01
C100094,2025-02-01,Business,99.0,Referral,Organic,UAE,2024-09-01
C100094,2025-03-01,Business,99.0,Referral,Organic,UAE,2024-09-01
C100094,2025-04-01,Business,99.0,Referral,Organic,UAE,2024-09-01
C100095,2026-01-01,Business,99.0,Direct,Organic,United States,2026-01-01
C100097,2025-07-01,Pro,29.0,Direct,Organic,United Kingdom,2025-07-01
C100097,2025-08-01,Pro,29.0,Direct,Organic,United Kingdom,2025-07-01
C100097,2025-09-01,Pro,29.0,Direct,Organic,United Kingdom,2025-07-01
C100097,2025-10-01,Pro,29.0,Direct,Organic,United Kingdom,2025-07-01
C100097,2025-11-01,Pro,29.0,Direct,Organic,United Kingdom,2025-07-01
C100097,2025-12-01,Pro,29.0,Direct,Organic,United Kingdom,2025-07-01
C100097,2026-01-01,Pro,29.0,Direct,Organic,United Kingdom,2025-07-01
C100108,2025-10-01,Pro,29.0,Referral,Organic,United States,2025-10-01
C100108,2025-11-01,Pro,29.0,Referral,Organic,United States,2025-10-01
C100108,2025-12-01,Pro,29.0,Referral,Organic,United States,2025-10-01
C100108,2026-01-01,Pro,29.0,Referral,Organic,United States,2025-10-01
C100110,2025-03-01,Pro,29.0,Organic Search,Organic,United States,2025-03-01
C100110,2025-04-01,Pro,29.0,Organic Search,Organic,United States,2025-03-01
C100110,2025-05-01,Pro,29.0,Organic Search,Organic,United States,2025-03-01
C100110,2025-06-01,Pro,29.0,Organic Search,Organic,United States,2025-03-01
C100110,2025-07-01,Pro,29.0,Organic Search,Organic,United States,2025-03-01
C100110,2025-08-01,Pro,29.0,Organic Search,Organic,United States,2025-03-01
C100110,2025-09-01,Pro,29.0,Organic Search,Organic,United States,2025-03-01
C100110,2025-10-01,Pro,29.0,Organic Search,Organic,United States,2025-03-01
C100110,2025-11-01,Pro,29.0,Organic Search,Organic,United States,2025-03-01
C100115,2025-02-01,Pro,29.0,Organic Search,Organic,United States,2025-02-01
C100115,2025-03-01,Pro,29.0,Organic Search,Organic,United States,2025-02-01
C100115,2025-04-01,Pro,29.0,Organic Search,Organic,United States,2025-02-01
C100115,2025-05-01,Pro,29.0,Organic Search,Organic,United States,2025-02-01
C100115,2025-06-01,Pro,29.0,Organic Search,Organic,United States,2025-02-01
C100115,2025-07-01,Pro,29.0,Organic Search,Organic,United States,2025-02-01
C100115,2025-08-01,Pro,29.0,Organic Search,Organic,United States,2025-02-01
C100115,2025-09-01,Pro,29.0,Organic Search,Organic,United States,2025-02-01
C100115,2025-10-01,Pro,29.0,Organic Search,Organic,United States,2025-02-01
C100122,2025-11-01,Pro,29.0,Meta Ads,Paid,United States,2025-11-01
C100128,2024-09-01,Business,99.0,Organic Search,Organic,Singapore,2024-09-01
C100128,2024-10-01,Business,99.0,Organic Search,Organic,Singapore,2024-09-01
C100128,2024-11-01,Business,99.0,Organic Search,Organic,Singapore,2024-09-01
C100128,2024-12-01,Business,99.0,Organic Search,Organic,Singapore,2024-09-01
C100128,2025-01-01,Business,99.0,Organic Search,Organic,Singapore,2024-09-01
C100128,2025-02-01,Business,99.0,Organic Search,Organic,Singapore,2024-09-01
C100128,2025-03-01,Business,99.0,Organic Search,Organic,Singapore,2024-09-01
C100128,2025-04-01,Business,99.0,Organic Search,Organic,Singapore,2024-09-01
C100128,2025-05-01,Business,99.0,Organic Search,Organic,Singapore,2024-09-01
C100128,2025-06-01,Business,99.0,Organic Search,Organic,Singapore,2024-09-01
C100128,2025-07-01,Business,99.0,Organic Search,Organic,Singapore,2024-09-01
C100128,2025-08-01,Business,99.0,Organic Search,Organic,Singapore,2024-09-01
C100128,2025-09-01,Business,99.0,Organic Search,Organic,Singapore,2024-09-01
C100128,2025-10-01,Business,99.0,Organic Search,Organic,Singapore,2024-09-01
C100128,2025-11-01,Business,99.0,Organic Search,Organic,Singapore,2024-09-01
C100128,2025-12-01,Business,99.0,Organic Search,Organic,Singapore,2024-09-01
C100128,2026-01-01,Business,99.0,Organic Search,Organic,Singapore,2024-09-01
C100130,2025-05-01,Pro,29.0,Direct,Organic,India,2025-05-01
C100130,2025-06-01,Pro,29.0,Direct,Organic,India,2025-05-01
C100130,2025-07-01,Pro,29.0,Direct,Organic,India,2025-05-01
C100130,2025-08-01,Pro,29.0,Direct,Organic,India,2025-05-01
C100130,2025-09-01,Pro,29.0,Direct,Organic,India,2025-05-01
C100130,2025-10-01,Pro,29.0,Direct,Organic,India,2025-05-01
C100130,2025-11-01,Pro,29.0,Direct,Organic,India,2025-05-01
C100131,2024-05-01,Business,99.0,Google Ads,Paid,Singapore,2024-05-01
C100131,2024-06-01,Business,99.0,Google Ads,Paid,Singapore,2024-05-01
C100131,2024-07-01,Business,99.0,Google Ads,Paid,Singapore,2024-05-01
C100131,2024-08-01,Business,99.0,Google Ads,Paid,Singapore,2024-05-01
C100135,2024-10-01,Pro,29.0,Meta Ads,Paid,UAE,2024-10-01
C100135,2024-11-01,Pro,29.0,Meta Ads,Paid,UAE,2024-10-01
C100135,2024-12-01,Pro,29.0,Meta Ads,Paid,UAE,2024-10-01
C100135,2025-01-01,Pro,29.0,Meta Ads,Paid,UAE,2024-10-01
C100135,2025-02-01,Pro,29.0,Meta Ads,Paid,UAE,2024-10-01
C100135,2025-03-01,Pro,29.0,Meta Ads,Paid,UAE,2024-10-01
C100135,2025-04-01,Pro,29.0,Meta Ads,Paid,UAE,2024-10-01
C100135,2025-05-01,Pro,29.0,Meta Ads,Paid,UAE,2024-10-01
C100135,2025-06-01,Pro,29.0,Meta Ads,Paid,UAE,2024-10-01
C100135,2025-07-01,Pro,29.0,Meta Ads,Paid,UAE,2024-10-01
C100135,2025-08-01,Pro,29.0,Meta Ads,Paid,UAE,2024-10-01
C100135,2025-09-01,Pro,29.0,Meta Ads,Paid,UAE,2024-10-01
C100139,2025-08-01,Free,0.0,Referral,Organic,United States,2025-08-01
C100139,2025-09-01,Free,0.0,Referral,Organic,United States,2025-08-01
C100139,2025-10-01,Free,0.0,Referral,Organic,United States,2025-08-01
C100139,2025-11-01,Free,0.0,Referral,Organic,United States,2025-08-01
C100139,2025-12-01,Free,0.0,Referral,Organic,United States,2025-08-01
C100139,2026-01-01,Free,0.0,Referral,Organic,United States,2025-08-01
C100144,2024-06-01,Pro,29.0,LinkedIn Ads,Paid,Singapore,2024-06-01
C100144,2024-07-01,Pro,29.0,LinkedIn Ads,Paid,Singapore,2024-06-01
C100144,2024-08-01,Pro,29.0,LinkedIn Ads,Paid,Singapore,2024-06-01
C100144,2024-09-01,Pro,29.0,LinkedIn Ads,Paid,Singapore,2024-06-01
C100145,2025-08-01,Business,99.0,Meta Ads,Paid,United Kingdom,2025-08-01
C100145,2025-09-01,Business,99.0,Meta Ads,Paid,United Kingdom,2025-08-01
C100145,2025-10-01,Business,99.0,Meta Ads,Paid,United Kingdom,2025-08-01
C100145,2025-11-01,Business,99.0,Meta Ads,Paid,United Kingdom,2025-08-01
C100145,2025-12-01,Business,99.0,Meta Ads,Paid,United Kingdom,2025-08-01
C100150,2025-08-01,Pro,29.0,Referral,Organic,UAE,2025-08-01
C100150,2025-09-01,Pro,29.0,Referral,Organic,UAE,2025-08-01
C100150,2025-10-01,Pro,29.0,Referral,Organic,UAE,2025-08-01
C100150,2025-11-01,Pro,29.0,Referral,Organic,UAE,2025-08-01
C100150,2025-12-01,Pro,29.0,Referral,Organic,UAE,2025-08-01
C100150,2026-01-01,Pro,29.0,Referral,Organic,UAE,2025-08-01
C100154,2024-09-01,Business,99.0,Google Ads,Paid,India,2024-09-01
C100154,2024-10-01,Business,99.0,Google Ads,Paid,India,2024-09-01
C100154,2024-11-01,Business,99.0,Google Ads,Paid,India,2024-09-01
C100154,2024-12-01,Business,99.0,Google Ads,Paid,India,2024-09-01
C100154,2025-01-01,Business,99.0,Google Ads,Paid,India,2024-09-01
C100154,2025-02-01,Business,99.0,Google Ads,Paid,India,2024-09-01
C100154,2025-03-01,Business,99.0,Google Ads,Paid,India,2024-09-01
C100157,2024-02-01,Pro,29.0,Referral,Organic,Singapore,2024-02-01
C100157,2024-03-01,Pro,29.0,Referral,Organic,Singapore,2024-02-01
C100157,2024-04-01,Pro,29.0,Referral,Organic,Singapore,2024-02-01
C100157,2024-05-01,Pro,29.0,Referral,Organic,Singapore,2024-02-01
C100157,2024-06-01,Pro,29.0,Referral,Organic,Singapore,2024-02-01
C100157,2024-07-01,Pro,29.0,Referral,Organic,Singapore,2024-02-01
C100157,2024-08-01,Pro,29.0,Referral,Organic,Singapore,2024-02-01
C100157,2024-09-01,Pro,29.0,Referral,Organic,Singapore,2024-02-01
C100157,2024-10-01,Pro,29.0,Referral,Organic,Singapore,2024-02-01
C100157,2024-11-01,Pro,29.0,Referral,Organic,Singapore,2024-02-01
C100157,2024-12-01,Pro,29.0,Referral,Organic,Singapore,2024-02-01
C100157,2025-01-01,Pro,29.0,Referral,Organic,Singapore,2024-02-01
C100163,2025-09-01,Pro,29.0,Google Ads,Paid,United States,2025-09-01
C100163,2025-10-01,Pro,29.0,Google Ads,Paid,United States,2025-09-01
C100163,2025-11-01,Pro,29.0,Google Ads,Paid,United States,2025-09-01
C100163,2025-12-01,Pro,29.0,Google Ads,Paid,United States,2025-09-01
C100167,2025-01-01,Pro,29.0,Direct,Organic,United States,2025-01-01
C100167,2025-02-01,Pro,29.0,Direct,Organic,United States,2025-01-01
C100167,2025-03-01,Pro,29.0,Direct,Organic,United States,2025-01-01
C100167,2025-04-01,Pro,29.0,Direct,Organic,United States,2025-01-01
C100167,2025-05-01,Pro,29.0,Direct,Organic,United States,2025-01-01
C100167,2025-06-01,Pro,29.0,Direct,Organic,United States,2025-01-01
C100167,2025-07-01,Pro,29.0,Direct,Organic,United States,2025-01-01
C100167,2025-08-01,Pro,29.0,Direct,Organic,United States,2025-01-01
C100167,2025-09-01,Pro,29.0,Direct,Organic,United States,2025-01-01
C100167,2025-10-01,Pro,29.0,Direct,Organic,United States,2025-01-01
C100167,2025-11-01,Pro,29.0,Direct,Organic,United States,2025-01-01
C100167,2025-12-01,Pro,29.0,Direct,Organic,United States,2025-01-01
C100167,2026-01-01,Pro,29.0,Direct,Organic,United States,2025-01-01
C100172,2024-03-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2024-04-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2024-05-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2024-06-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2024-07-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2024-08-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2024-09-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2024-10-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2024-11-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2024-12-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2025-01-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2025-02-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2025-03-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2025-04-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2025-05-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2025-06-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2025-07-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2025-08-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2025-09-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2025-10-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2025-11-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2025-12-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100172,2026-01-01,Free,0.0,Referral,Organic,United States,2024-03-01
C100178,2025-08-01,Pro,29.0,Direct,Organic,UAE,2025-08-01
C100178,2025-09-01,Pro,29.0,Direct,Organic,UAE,2025-08-01
C100181,2025-05-01,Free,0.0,Google Ads,Paid,United States,2025-05-01
C100181,2025-06-01,Free,0.0,Google Ads,Paid,United States,2025-05-01
C100181,2025-07-01,Free,0.0,Google Ads,Paid,United States,2025-05-01
C100181,2025-08-01,Free,0.0,Google Ads,Paid,United States,2025-05-01
C100181,2025-09-01,Free,0.0,Google Ads,Paid,United States,2025-05-01
C100181,2025-10-01,Free,0.0,Google Ads,Paid,United States,2025-05-01
C100181,2025-11-01,Free,0.0,Google Ads,Paid,United States,2025-05-01
C100181,2025-12-01,Free,0.0,Google Ads,Paid,United States,2025-05-01
C100181,2026-01-01,Free,0.0,Google Ads,Paid,United States,2025-05-01
C100183,2024-12-01,Pro,29.0,Meta Ads,Paid,United States,2024-12-01
C100183,2025-01-01,Pro,29.0,Meta Ads,Paid,United States,2024-12-01
C100183,2025-02-01,Pro,29.0,Meta Ads,Paid,United States,2024-12-01
C100183,2025-03-01,Pro,29.0,Meta Ads,Paid,United States,2024-12-01
C100183,2025-04-01,Pro,29.0,Meta Ads,Paid,United States,2024-12-01
C100183,2025-05-01,Pro,29.0,Meta Ads,Paid,United States,2024-12-01
C100183,2025-06-01,Pro,29.0,Meta Ads,Paid,United States,2024-12-01
C100183,2025-07-01,Pro,29.0,Meta Ads,Paid,United States,2024-12-01
C100183,2025-08-01,Pro,29.0,Meta Ads,Paid,United States,2024-12-01
C100183,2025-09-01,Pro,29.0,Meta Ads,Paid,United States,2024-12-01
C100183,2025-10-01,Pro,29.0,Meta Ads,Paid,United States,2024-12-01
C100183,2025-11-01,Pro,29.0,Meta Ads,Paid,United States,2024-12-01
C100183,2025-12-01,Pro,29.0,Meta Ads,Paid,United States,2024-12-01
C100183,2026-01-01,Pro,29.0,Meta Ads,Paid,United States,2024-12-01
C100184,2025-05-01,Pro,29.0,Organic Search,Organic,India,2025-05-01
C100184,2025-06-01,Pro,29.0,Organic Search,Organic,India,2025-05-01
C100184,2025-07-01,Pro,29.0,Organic Search,Organic,India,2025-05-01
C100184,2025-08-01,Pro,29.0,Organic Search,Organic,India,2025-05-01
C100184,2025-09-01,Pro,29.0,Organic Search,Organic,India,2025-05-01
C100185,2025-06-01,Pro,29.0,Referral,Organic,India,2025-06-01
C100185,2025-07-01,Pro,29.0,Referral,Organic,India,2025-06-01
C100185,2025-08-01,Pro,29.0,Referral,Organic,India,2025-06-01
C100185,2025-09-01,Pro,29.0,Referral,Organic,India,2025-06-01
C100185,2025-10-01,Pro,29.0,Referral,Organic,India,2025-06-01
C100185,2025-11-01,Pro,29.0,Referral,Organic,India,2025-06-01
C100185,2025-12-01,Pro,29.0,Referral,Organic,India,2025-06-01
C100185,2026-01-01,Pro,29.0,Referral,Organic,India,2025-06-01
C100190,2024-03-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100190,2024-04-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100190,2024-05-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100190,2024-06-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100190,2024-07-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100190,2024-08-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100190,2024-09-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100190,2024-10-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100190,2024-11-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100190,2024-12-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100190,2025-01-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100190,2025-02-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100190,2025-03-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100190,2025-04-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100190,2025-05-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100190,2025-06-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100190,2025-07-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100190,2025-08-01,Pro,29.0,Referral,Organic,UAE,2024-03-01
C100191,2025-01-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-01-01
C100191,2025-02-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-01-01
C100191,2025-03-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-01-01
C100191,2025-04-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-01-01
C100191,2025-05-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-01-01
C100191,2025-06-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-01-01
C100191,2025-07-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-01-01
C100191,2025-08-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-01-01
C100191,2025-09-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-01-01
C100191,2025-10-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-01-01
C100191,2025-11-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-01-01
C100191,2025-12-01,Pro,29.0,LinkedIn Ads,Paid,United States,2025-01-01
C100196,2024-12-01,Pro,29.0,LinkedIn Ads,Paid,UAE,2024-12-01
C100196,2025-01-01,Pro,29.0,LinkedIn Ads,Paid,UAE,2024-12-01
C100196,2025-02-01,Pro,29.0,LinkedIn Ads,Paid,UAE,2024-12-01
C100196,2025-03-01,Pro,29.0,LinkedIn Ads,Paid,UAE,2024-12-01
C100196,2025-04-01,Pro,29.0,LinkedIn Ads,Paid,UAE,2024-12-01
C100196,2025-05-01,Pro,29.0,LinkedIn Ads,Paid,UAE,2024-12-01
C100196,2025-06-01,Pro,29.0,LinkedIn Ads,Paid,UAE,2024-12-01
C100196,2025-07-01,Pro,29.0,LinkedIn Ads,Paid,UAE,2024-12-01
C100196,2025-08-01,Pro,29.0,LinkedIn Ads,Paid,UAE,2024-12-01
C100196,2025-09-01,Pro,29.0,LinkedIn Ads,Paid,UAE,2024-12-01
C100196,2025-10-01,Pro,29.0,LinkedIn Ads,Paid,UAE,2024-12-01
C100196,2025-11-01,Pro,29.0,LinkedIn Ads,Paid,UAE,2024-12-01
C100196,2025-12-01,Pro,29.0,LinkedIn Ads,Paid,UAE,2024-12-01
C100196,2026-01-01,Pro,29.0,LinkedIn Ads,Paid,UAE,2024-12-01
C100197,2024-05-01,Pro,29.0,Direct,Organic,India,2024-05-01
C100202,2024-05-01,Pro,29.0,Referral,Organic,United Kingdom,2024-05-01
C100202,2024-06-01,Pro,29.0,Referral,Organic,United Kingdom,2024-05-01
C100202,2024-07-01,Pro,29.0,Referral,Organic,United Kingdom,2024-05-01
